ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
8026,Hyundai,Tucson,2025,Verde,Elétrico,60,5,7940,Usado - Como Novo,48,Recife,PE,13313.32
8027,Nissan,X-Trail,2022,Vermelho,Gasolina,85,4,113525,Usado - Bom Estado,24,Salvador,BA,5515.08
8028,Honda,Fit,2012,Marrom,Flex,120,4,38476,Usado - Como Novo,6,Salvador,BA,7208.76
8029,Chevrolet,S10,2015,Beige,Flex,100,2,47827,Usado - Bom Estado,24,Recife,PE,4721.81
8030,Nissan,Sentra,2020,Prata,Flex,110,4,14866,Usado - Como Novo,12,Belo Horizonte,MG,7465.32
8031,Volkswagen,T-Cross,2019,Cinza,Flex,75,4,19288,Usado - Como Novo,48,Curitiba,PR,9860.08
8032,Ford,Ranger,2014,Prata,Flex,60,4,229,Novo,48,Salvador,BA,8015.44
8033,Volkswagen,Tiguan,2016,Marrom,Diesel,60,5,164,Novo,0,Curitiba,PR,10389.92
8034,Toyota,Hilux,2016,Prata,Elétrico,120,5,275192,Usado - Regular,0,Salvador,BA,4000.0
8035,Nissan,X-Trail,2018,Laranja,Elétrico,60,4,92837,Usado - Bom Estado,0,Rio de Janeiro,RJ,4893.46
8036,Toyota,Camry,2019,Cinza,Híbrido,150,4,13118,Usado - Como Novo,12,Goiânia,GO,14471.0
8037,Volkswagen,Gol,2020,Verde,Diesel,85,4,109510,Usado - Bom Estado,48,Porto Alegre,RS,6917.71
8038,Kia,Stinger,2018,Vermelho,Flex,85,4,67265,Usado - Bom Estado,48,Porto Alegre,RS,5444.88
8039,Volkswagen,Polo,2013,Vermelho,Gasolina,150,5,332704,Usado - Regular,24,Belo Horizonte,MG,4000.0
8040,Audi,Q5,2019,Verde,Flex,280,4,56329,Usado - Bom Estado,12,Porto Alegre,RS,29867.02
8041,Audi,A3,2019,Beige,Elétrico,200,5,13421,Usado - Como Novo,6,Recife,PE,43508.65
8042,Volkswagen,Tiguan,2022,Azul,Flex,85,4,35156,Usado - Como Novo,0,São Paulo,SP,10694.25
8043,Toyota,Camry,2024,Preto,Flex,200,4,212,Novo,6,Porto Alegre,RS,19020.99
8044,Fiat,Punto,2025,Cinza,Flex,150,4,49,Novo,0,Goiânia,GO,10873.43
8045,Hyundai,HB20,2013,Branco,Híbrido,85,2,23631,Usado - Como Novo,0,Curitiba,PR,6741.18
8046,Toyota,Camry,2024,Beige,Elétrico,100,4,26109,Usado - Como Novo,48,Belém,PA,17881.03
8047,Fiat,Doblo,2017,Laranja,Flex,85,4,39371,Usado - Como Novo,0,São Paulo,SP,5384.95
8048,Toyota,RAV4,2024,Azul,Gasolina,200,4,387,Novo,36,Salvador,BA,21174.31
8049,Kia,Soul,2021,Azul,Flex,130,4,342676,Usado - Regular,48,Manaus,AM,4000.0
8050,Honda,CR-V,2012,Beige,Flex,80,4,91,Novo,0,Curitiba,PR,9000.03
8051,Honda,Fit,2022,Azul,Flex,80,4,25372,Usado - Como Novo,0,Curitiba,PR,12589.23
8052,Honda,Fit,2018,Marrom,Gasolina,180,4,28803,Usado - Como Novo,0,Belém,PA,12061.4
8053,Audi,Q5,2021,Vermelho,Diesel,280,5,68,Novo,0,Recife,PE,69027.54
8054,Fiat,Punto,2013,Branco,Gasolina,130,5,311923,Usado - Regular,48,Fortaleza,CE,4000.0
8055,Nissan,Sentra,2016,Cinza,Híbrido,150,5,11523,Usado - Como Novo,36,Porto Alegre,RS,7970.33
8056,Hyundai,i30,2025,Laranja,Flex,100,5,54890,Usado - Bom Estado,12,Florianópolis,SC,8341.96
8057,Volkswagen,Fox,2018,Vermelho,Híbrido,150,4,86120,Usado - Bom Estado,36,Porto Alegre,RS,7394.11
8058,Volkswagen,Fox,2021,Marrom,Diesel,85,2,49032,Usado - Bom Estado,24,Rio de Janeiro,RJ,6837.18
8059,Chevrolet,Malibu,2022,Vermelho,Híbrido,100,4,22982,Usado - Como Novo,24,Florianópolis,SC,10194.17
8060,Chevrolet,Equinox,2020,Azul,Diesel,75,4,78702,Usado - Bom Estado,24,Belo Horizonte,MG,6668.57
8061,Ford,Fusion,2025,Cinza,Gasolina,85,5,62667,Usado - Bom Estado,36,Florianópolis,SC,7967.69
8062,Volkswagen,Gol,2012,Prata,Gasolina,75,5,190557,Usado - Regular,48,Goiânia,GO,4000.0
8063,BMW,X1,2020,Laranja,Flex,280,5,82350,Usado - Bom Estado,36,Belo Horizonte,MG,33397.78
8064,Honda,Accord,2022,Branco,Flex,120,4,30038,Usado - Como Novo,36,Salvador,BA,12795.58
8065,Audi,A3,2016,Cinza,Flex,150,4,7049,Usado - Como Novo,24,Rio de Janeiro,RJ,33946.82
8066,Toyota,Yaris,2017,Cinza,Gasolina,180,2,95643,Usado - Bom Estado,0,Recife,PE,6845.0
8067,Chevrolet,Malibu,2025,Verde,Flex,150,4,105766,Usado - Bom Estado,6,Recife,PE,6731.34
8068,Volkswagen,Tiguan,2019,Azul,Gasolina,100,4,21956,Usado - Como Novo,0,Florianópolis,SC,9059.79
8069,Hyundai,Tucson,2022,Laranja,Elétrico,100,2,21036,Usado - Como Novo,6,Recife,PE,11359.24
8070,Chevrolet,Trax,2025,Laranja,Híbrido,75,4,305606,Usado - Regular,24,Goiânia,GO,4000.0
8071,Hyundai,i30,2013,Preto,Diesel,110,4,42101,Usado - Bom Estado,48,Fortaleza,CE,5263.86
8072,Hyundai,Bayon,2023,Azul,Flex,75,4,4541,Usado - Como Novo,0,Goiânia,GO,10860.1
8073,Fiat,Palio,2018,Beige,Flex,85,5,12175,Usado - Como Novo,12,Curitiba,PR,6151.36
8074,Ford,Ka,2023,Preto,Flex,150,4,196205,Usado - Regular,36,Curitiba,PR,4135.92
8075,Kia,Stinger,2015,Beige,Gasolina,85,5,115170,Usado - Bom Estado,36,Manaus,AM,4000.0
8076,Volkswagen,Tiguan,2020,Laranja,Híbrido,130,4,10598,Usado - Como Novo,0,São Paulo,SP,11377.39
8077,Ford,Fusion,2017,Verde,Flex,75,4,3784,Usado - Como Novo,0,Goiânia,GO,7084.8
8078,Chevrolet,Malibu,2018,Marrom,Gasolina,110,4,8396,Usado - Como Novo,24,Belo Horizonte,MG,8357.63
8079,Hyundai,HB20,2022,Laranja,Diesel,130,4,326,Novo,48,Porto Alegre,RS,13743.94
8080,Chevrolet,S10,2017,Vermelho,Flex,110,4,87315,Usado - Bom Estado,36,Belo Horizonte,MG,5202.61
8081,Volkswagen,Polo,2022,Verde,Híbrido,100,4,47333,Usado - Bom Estado,12,Porto Alegre,RS,8607.06
8082,Honda,Civic,2019,Laranja,Flex,180,4,103313,Usado - Bom Estado,24,Manaus,AM,7884.44
8083,Honda,Civic,2017,Marrom,Híbrido,150,4,94182,Usado - Bom Estado,6,Curitiba,PR,7773.44
8084,Toyota,Yaris,2018,Preto,Gasolina,80,4,74875,Usado - Bom Estado,12,Belém,PA,6966.27
8085,Ford,Ka,2019,Marrom,Flex,110,4,278,Novo,24,Belém,PA,10512.82
8086,Ford,Focus,2012,Prata,Flex,130,2,307,Novo,24,Belém,PA,7218.62
8087,BMW,Z4,2021,Branco,Flex,150,4,4361,Usado - Como Novo,12,Salvador,BA,46700.3
8088,Fiat,Doblo,2023,Branco,Gasolina,150,4,306550,Usado - Regular,0,Belo Horizonte,MG,4000.0
8089,Toyota,Yaris,2015,Marrom,Híbrido,150,4,32759,Usado - Como Novo,48,Salvador,BA,12769.34
8090,Mercedes,C 300,2017,Cinza,Elétrico,180,4,30760,Usado - Como Novo,48,Belo Horizonte,MG,40602.62
8091,Kia,Picanto,2012,Branco,Diesel,150,4,99,Novo,24,Manaus,AM,7927.91
8092,Hyundai,Creta,2015,Azul,Gasolina,130,4,200802,Usado - Regular,6,Porto Alegre,RS,4000.0
8093,Chevrolet,Equinox,2017,Cinza,Gasolina,130,4,63258,Usado - Bom Estado,24,Belo Horizonte,MG,5098.08
8094,Audi,A4,2018,Laranja,Flex,230,4,43489,Usado - Bom Estado,6,São Paulo,SP,26253.43
8095,Chevrolet,Trax,2024,Cinza,Flex,150,4,35881,Usado - Como Novo,24,Recife,PE,10285.06
8096,Mercedes,Sprinter,2017,Vermelho,Flex,250,5,410,Novo,12,Curitiba,PR,41979.73
8097,Toyota,Yaris,2022,Branco,Gasolina,200,4,28839,Usado - Como Novo,24,Fortaleza,CE,14666.06
8098,Honda,Fit,2015,Cinza,Gasolina,100,4,273058,Usado - Regular,0,Recife,PE,4000.0
8099,Hyundai,Tucson,2023,Beige,Flex,110,4,142,Novo,48,Porto Alegre,RS,13584.61
8100,Chevrolet,Trax,2024,Azul,Híbrido,60,4,339097,Usado - Regular,24,Recife,PE,4000.0
8101,Nissan,March,2018,Cinza,Flex,60,5,67544,Usado - Bom Estado,48,Belo Horizonte,MG,5013.44
8102,Audi,A4,2021,Marrom,Flex,230,2,51984,Usado - Bom Estado,36,Belo Horizonte,MG,30931.89
8103,Hyundai,Creta,2025,Verde,Diesel,100,4,19615,Usado - Como Novo,24,Goiânia,GO,11958.5
8104,Toyota,Yaris,2013,Branco,Elétrico,100,4,296873,Usado - Regular,36,Manaus,AM,4000.0
8105,Nissan,Kicks,2017,Verde,Híbrido,85,4,19562,Usado - Como Novo,12,Belo Horizonte,MG,7621.19
8106,Ford,Fusion,2016,Preto,Gasolina,110,4,68735,Usado - Bom Estado,48,Belém,PA,5678.85
8107,Honda,Civic,2013,Preto,Flex,100,2,431,Novo,36,Recife,PE,8300.56
8108,Chevrolet,Malibu,2020,Verde,Híbrido,60,2,3131,Usado - Como Novo,0,Recife,PE,7615.24
8109,Fiat,Uno,2024,Preto,Híbrido,75,4,275662,Usado - Regular,48,Belém,PA,4000.0
8110,Nissan,March,2018,Verde,Híbrido,150,5,323,Novo,24,Recife,PE,11394.17
8111,Chevrolet,Malibu,2025,Azul,Híbrido,130,5,66714,Usado - Bom Estado,12,Salvador,BA,8408.83
8112,Volkswagen,Fox,2014,Laranja,Flex,110,5,102766,Usado - Bom Estado,36,Manaus,AM,4849.64
8113,Audi,TT,2018,Laranja,Híbrido,200,4,318111,Usado - Regular,0,Curitiba,PR,12050.05
8114,Ford,Ka,2022,Verde,Híbrido,130,4,10727,Usado - Como Novo,48,São Paulo,SP,12494.15
8115,Hyundai,HB20,2022,Laranja,Gasolina,75,5,92003,Usado - Bom Estado,0,Florianópolis,SC,6925.6
8116,Volkswagen,Fox,2017,Beige,Elétrico,150,4,256630,Usado - Regular,6,Fortaleza,CE,4000.0
8117,Fiat,Palio,2018,Verde,Diesel,100,4,79190,Usado - Bom Estado,48,Rio de Janeiro,RJ,4949.99
8118,Volkswagen,T-Cross,2015,Cinza,Flex,110,4,109547,Usado - Bom Estado,24,Belém,PA,4734.9
8119,Honda,Civic,2024,Laranja,Gasolina,80,4,48605,Usado - Bom Estado,48,Porto Alegre,RS,9280.38
8120,Chevrolet,Onix,2024,Preto,Híbrido,60,5,89075,Usado - Bom Estado,0,Belo Horizonte,MG,7392.67
8121,Volkswagen,Polo,2021,Prata,Gasolina,110,5,26339,Usado - Como Novo,36,Florianópolis,SC,10810.67
8122,Ford,Ecosport,2024,Preto,Gasolina,75,4,5737,Usado - Como Novo,0,Florianópolis,SC,10540.39
8123,Toyota,Hilux,2019,Cinza,Gasolina,80,2,5011,Usado - Como Novo,36,Manaus,AM,9806.08
8124,Ford,Ecosport,2019,Prata,Flex,130,2,313,Novo,0,Rio de Janeiro,RJ,9519.73
8125,Volkswagen,Gol,2018,Branco,Diesel,150,4,317,Novo,6,Manaus,AM,11926.87
8126,Toyota,Corolla,2024,Vermelho,Gasolina,200,4,20865,Usado - Como Novo,12,Salvador,BA,14796.0
8127,Honda,HR-V,2018,Azul,Flex,180,4,12263,Usado - Como Novo,48,Porto Alegre,RS,10999.99
8128,BMW,X1,2021,Vermelho,Híbrido,180,4,47853,Usado - Bom Estado,36,Curitiba,PR,38693.78
8129,Kia,Stinger,2024,Cinza,Híbrido,75,4,402,Novo,6,Belém,PA,12083.78
8130,Volkswagen,T-Cross,2024,Prata,Flex,150,2,47972,Usado - Bom Estado,12,Recife,PE,8402.94
8131,Nissan,Leaf,2019,Marrom,Diesel,150,2,60215,Usado - Bom Estado,12,Belém,PA,6032.29
8132,Ford,Fusion,2012,Cinza,Gasolina,150,2,57030,Usado - Bom Estado,48,Fortaleza,CE,4227.69
8133,Audi,Q3,2017,Marrom,Gasolina,280,4,12327,Usado - Como Novo,0,Fortaleza,CE,37481.21
8134,Hyundai,HB20,2013,Branco,Gasolina,150,5,30233,Usado - Como Novo,48,Salvador,BA,6856.93
8135,Ford,Ranger,2012,Cinza,Gasolina,85,4,6633,Usado - Como Novo,36,Belém,PA,5154.82
8136,Toyota,Yaris,2023,Verde,Flex,200,4,375,Novo,0,Goiânia,GO,17821.14
8137,Hyundai,i30,2021,Marrom,Flex,100,4,51977,Usado - Bom Estado,6,Recife,PE,6697.2
8138,Audi,Q3,2018,Verde,Flex,180,4,96953,Usado - Bom Estado,36,Curitiba,PR,23153.79
8139,Chevrolet,S10,2017,Branco,Diesel,100,5,171,Novo,36,Goiânia,GO,9309.98
8140,Volkswagen,Fox,2016,Beige,Flex,150,4,17816,Usado - Como Novo,0,Curitiba,PR,8021.92
8141,Honda,HR-V,2016,Marrom,Gasolina,180,4,18804,Usado - Como Novo,24,Curitiba,PR,10258.51
8142,Fiat,Uno,2020,Marrom,Flex,85,4,279908,Usado - Regular,24,Curitiba,PR,4000.0
8143,Ford,Fusion,2020,Vermelho,Gasolina,60,4,145947,Usado - Regular,0,Manaus,AM,4000.0
8144,Hyundai,Tucson,2023,Cinza,Flex,100,2,45158,Usado - Bom Estado,12,Curitiba,PR,7100.78
8145,BMW,320i,2023,Cinza,Flex,180,2,65793,Usado - Bom Estado,48,Recife,PE,31625.21
8146,Toyota,Yaris,2017,Azul,Elétrico,100,5,32311,Usado - Como Novo,48,Manaus,AM,13047.78
8147,Volkswagen,Fox,2024,Marrom,Diesel,75,5,55344,Usado - Bom Estado,24,Rio de Janeiro,RJ,9124.2
8148,BMW,520i,2014,Laranja,Diesel,180,2,3228,Usado - Como Novo,24,Goiânia,GO,30545.75
8149,Volkswagen,Fox,2018,Marrom,Gasolina,100,4,92346,Usado - Bom Estado,48,Salvador,BA,6351.25
8150,Volkswagen,Gol,2015,Verde,Híbrido,75,5,166,Novo,6,Porto Alegre,RS,10742.49
8151,Chevrolet,Onix,2016,Cinza,Gasolina,85,2,10174,Usado - Como Novo,0,Manaus,AM,6187.26
8152,Nissan,Sentra,2018,Vermelho,Flex,100,4,110320,Usado - Bom Estado,36,Rio de Janeiro,RJ,5286.28
8153,Toyota,Hilux,2023,Vermelho,Híbrido,120,2,165027,Usado - Regular,6,Salvador,BA,4915.93
8154,BMW,X1,2018,Laranja,Flex,230,4,65722,Usado - Bom Estado,24,Rio de Janeiro,RJ,29611.84
8155,Nissan,Kicks,2021,Vermelho,Híbrido,60,2,21,Novo,12,Rio de Janeiro,RJ,9697.48
8156,Honda,Civic,2019,Beige,Gasolina,80,4,56716,Usado - Bom Estado,0,Manaus,AM,7705.44
8157,Fiat,Uno,2012,Cinza,Flex,100,4,45628,Usado - Bom Estado,12,Porto Alegre,RS,4000.0
8158,Hyundai,HB20,2016,Preto,Híbrido,100,2,123307,Usado - Regular,6,Rio de Janeiro,RJ,4000.0
8159,Hyundai,i30,2023,Azul,Flex,75,4,76033,Usado - Bom Estado,0,Salvador,BA,7061.36
8160,Nissan,Leaf,2020,Prata,Flex,100,4,169,Novo,24,Manaus,AM,11135.08
8161,Audi,Q3,2018,Laranja,Gasolina,230,4,6006,Usado - Como Novo,24,Curitiba,PR,37148.54
8162,Honda,Accord,2022,Marrom,Diesel,80,4,87380,Usado - Bom Estado,6,Salvador,BA,9031.3
8163,Hyundai,i30,2023,Branco,Flex,110,2,230277,Usado - Regular,6,Belém,PA,4000.0
8164,Chevrolet,S10,2024,Marrom,Diesel,150,4,16907,Usado - Como Novo,12,Fortaleza,CE,11330.94
8165,Hyundai,i30,2013,Vermelho,Elétrico,110,4,44886,Usado - Bom Estado,24,Rio de Janeiro,RJ,5770.18
8166,Hyundai,HB20,2012,Vermelho,Flex,100,2,22572,Usado - Como Novo,48,Manaus,AM,5725.61
8167,Toyota,Camry,2019,Laranja,Diesel,100,5,492,Novo,12,Goiânia,GO,16388.39
8168,Ford,Ecosport,2020,Branco,Híbrido,85,5,85118,Usado - Bom Estado,48,Florianópolis,SC,6429.55
8169,Hyundai,i30,2021,Preto,Híbrido,75,2,110545,Usado - Bom Estado,48,Rio de Janeiro,RJ,6912.37
8170,Honda,Civic,2016,Branco,Flex,100,5,377,Novo,24,Recife,PE,12568.86
8171,Nissan,Sentra,2025,Branco,Elétrico,60,4,19,Novo,24,Manaus,AM,13852.18
8172,Nissan,Sentra,2022,Branco,Elétrico,75,5,199326,Usado - Regular,0,Florianópolis,SC,4070.05
8173,Chevrolet,Trax,2017,Prata,Híbrido,110,4,83471,Usado - Bom Estado,0,Belém,PA,6285.21
8174,Volkswagen,Fox,2013,Vermelho,Flex,75,5,83436,Usado - Bom Estado,48,Curitiba,PR,5078.05
8175,Ford,Ranger,2022,Marrom,Flex,75,4,2526,Usado - Como Novo,36,Manaus,AM,9226.34
8176,Volkswagen,Fox,2016,Preto,Flex,150,5,66637,Usado - Bom Estado,24,Goiânia,GO,6353.23
8177,Volkswagen,Gol,2023,Branco,Gasolina,110,5,102527,Usado - Bom Estado,24,Belém,PA,7431.3
8178,Fiat,Uno,2015,Azul,Flex,75,4,73262,Usado - Bom Estado,24,Manaus,AM,4000.0
8179,Toyota,Corolla,2019,Cinza,Elétrico,80,4,3797,Usado - Como Novo,24,Belém,PA,14153.8
8180,Toyota,Hilux,2019,Preto,Flex,120,4,105489,Usado - Bom Estado,0,Recife,PE,7506.42
8181,Toyota,Hilux,2025,Prata,Elétrico,180,4,87489,Usado - Bom Estado,36,Fortaleza,CE,13173.4
8182,Honda,CR-V,2016,Marrom,Flex,100,4,82689,Usado - Bom Estado,12,Manaus,AM,6807.24
8183,Toyota,Hilux,2022,Prata,Gasolina,150,4,39517,Usado - Como Novo,36,Florianópolis,SC,13043.0
8184,Audi,A3,2019,Preto,Gasolina,300,5,20692,Usado - Como Novo,6,Manaus,AM,43299.37
8185,Volkswagen,Polo,2017,Vermelho,Diesel,150,5,385,Novo,24,São Paulo,SP,12180.58
8186,Honda,Civic,2021,Azul,Gasolina,200,4,15037,Usado - Como Novo,36,Salvador,BA,11835.15
8187,Volkswagen,Polo,2017,Verde,Gasolina,130,4,52546,Usado - Bom Estado,24,Fortaleza,CE,6181.56
8188,BMW,X1,2024,Cinza,Flex,150,4,267331,Usado - Regular,24,Florianópolis,SC,15833.18
8189,Chevrolet,S10,2024,Laranja,Flex,75,4,429,Novo,0,Curitiba,PR,12161.86
8190,Hyundai,i30,2015,Prata,Gasolina,150,2,141193,Usado - Regular,24,Manaus,AM,4000.0
8191,Kia,Stinger,2021,Marrom,Flex,85,4,26264,Usado - Como Novo,6,Fortaleza,CE,8052.53
8192,Hyundai,HB20,2023,Laranja,Flex,85,4,188,Novo,12,Rio de Janeiro,RJ,14008.51
8193,Volkswagen,Gol,2022,Vermelho,Flex,130,4,429,Novo,36,Fortaleza,CE,13550.48
8194,Honda,Accord,2014,Verde,Elétrico,200,2,346538,Usado - Regular,0,Fortaleza,CE,4000.0
8195,Hyundai,i30,2020,Marrom,Gasolina,150,4,43333,Usado - Bom Estado,6,Manaus,AM,6941.53
8196,Volkswagen,Fox,2016,Beige,Flex,100,4,18137,Usado - Como Novo,36,Belo Horizonte,MG,7361.66
8197,Ford,Ka,2021,Beige,Flex,130,4,16122,Usado - Como Novo,36,São Paulo,SP,9602.78
8198,Volkswagen,Tiguan,2021,Laranja,Gasolina,85,4,121736,Usado - Regular,0,Florianópolis,SC,4079.18
8199,Chevrolet,S10,2015,Marrom,Gasolina,150,2,128494,Usado - Regular,0,Curitiba,PR,4000.0
8200,Toyota,Camry,2017,Preto,Diesel,180,4,26795,Usado - Como Novo,36,Florianópolis,SC,11047.79
8201,Honda,Civic,2025,Azul,Híbrido,120,2,402,Novo,36,Manaus,AM,20006.05
8202,Hyundai,HB20,2015,Prata,Gasolina,110,4,92506,Usado - Bom Estado,24,Porto Alegre,RS,4623.04
8203,BMW,X1,2017,Beige,Diesel,230,4,312065,Usado - Regular,12,Goiânia,GO,11593.82
8204,Hyundai,HB20,2021,Prata,Diesel,130,5,86075,Usado - Bom Estado,48,Recife,PE,7326.66
8205,Ford,Ranger,2019,Azul,Gasolina,100,4,281568,Usado - Regular,6,Manaus,AM,4000.0
8206,Volkswagen,Tiguan,2019,Azul,Flex,130,4,48797,Usado - Bom Estado,24,Manaus,AM,7169.91
8207,Honda,Fit,2023,Preto,Gasolina,180,2,78551,Usado - Bom Estado,48,Manaus,AM,9032.06
8208,Toyota,RAV4,2017,Branco,Gasolina,120,4,259979,Usado - Regular,0,São Paulo,SP,4000.0
8209,Volkswagen,T-Cross,2012,Cinza,Gasolina,110,4,227974,Usado - Regular,0,Belém,PA,4000.0
8210,Honda,Civic,2024,Branco,Flex,120,4,57345,Usado - Bom Estado,0,Belém,PA,9873.27
8211,Honda,HR-V,2012,Laranja,Diesel,100,4,93073,Usado - Bom Estado,6,Manaus,AM,5305.64
8212,Fiat,Doblo,2025,Marrom,Elétrico,110,4,49409,Usado - Bom Estado,24,Belém,PA,6706.57
8213,Toyota,Yaris,2014,Azul,Gasolina,200,2,73151,Usado - Bom Estado,6,Porto Alegre,RS,5937.79
8214,Chevrolet,S10,2013,Branco,Flex,150,2,12444,Usado - Como Novo,24,Salvador,BA,6059.74
8215,Hyundai,Tucson,2012,Verde,Diesel,150,2,144,Novo,12,Manaus,AM,7861.19
8216,Chevrolet,Malibu,2012,Branco,Híbrido,60,4,63079,Usado - Bom Estado,24,Rio de Janeiro,RJ,4000.0
8217,Chevrolet,Malibu,2023,Vermelho,Diesel,130,4,85476,Usado - Bom Estado,48,Curitiba,PR,7503.58
8218,Volkswagen,Gol,2023,Beige,Flex,75,4,84,Novo,0,Rio de Janeiro,RJ,11529.3
8219,Volkswagen,Tiguan,2023,Vermelho,Gasolina,85,4,92116,Usado - Bom Estado,24,Goiânia,GO,7887.06
8220,Fiat,Punto,2017,Azul,Híbrido,150,4,5502,Usado - Como Novo,12,Belo Horizonte,MG,6821.89
8221,Kia,Picanto,2018,Beige,Diesel,110,4,58606,Usado - Bom Estado,24,Porto Alegre,RS,5386.52
8222,Honda,Fit,2019,Vermelho,Flex,200,4,46,Novo,24,Porto Alegre,RS,15741.85
8223,Toyota,Yaris,2014,Azul,Diesel,150,4,110117,Usado - Bom Estado,36,São Paulo,SP,6736.56
8224,Mercedes,E 350,2012,Beige,Gasolina,180,4,47441,Usado - Bom Estado,24,Manaus,AM,19019.84
8225,Volkswagen,Fox,2016,Branco,Gasolina,110,2,213691,Usado - Regular,36,Florianópolis,SC,4000.0
8226,Chevrolet,Malibu,2019,Prata,Gasolina,85,4,160867,Usado - Regular,36,Rio de Janeiro,RJ,4000.0
8227,Volkswagen,Polo,2023,Branco,Diesel,60,4,103732,Usado - Bom Estado,0,Belo Horizonte,MG,7351.9
8228,Honda,Accord,2022,Prata,Flex,180,5,107618,Usado - Bom Estado,48,Florianópolis,SC,9312.37
8229,Chevrolet,Trax,2025,Preto,Gasolina,130,4,115,Novo,36,São Paulo,SP,14232.24
8230,Chevrolet,Trax,2022,Azul,Diesel,100,4,32303,Usado - Como Novo,0,Belo Horizonte,MG,9323.94
8231,Honda,Accord,2015,Marrom,Diesel,150,4,2168,Usado - Como Novo,48,Porto Alegre,RS,11027.73
8232,Hyundai,Creta,2013,Azul,Flex,150,4,118495,Usado - Bom Estado,0,Salvador,BA,4352.69
8233,Nissan,Kicks,2020,Marrom,Gasolina,150,2,69420,Usado - Bom Estado,24,Manaus,AM,5785.72
8234,Ford,Focus,2023,Laranja,Flex,110,4,35355,Usado - Como Novo,6,Curitiba,PR,9940.17
8235,Toyota,Camry,2024,Verde,Gasolina,100,4,38173,Usado - Como Novo,24,São Paulo,SP,13505.09
8236,Chevrolet,Equinox,2020,Prata,Flex,110,4,44954,Usado - Bom Estado,48,Porto Alegre,RS,6995.52
8237,Fiat,Punto,2014,Branco,Flex,130,2,443,Novo,48,Salvador,BA,6457.05
8238,Nissan,March,2018,Azul,Gasolina,100,4,36362,Usado - Como Novo,36,Belém,PA,7601.62
8239,Ford,Focus,2024,Prata,Híbrido,75,5,50483,Usado - Bom Estado,36,Belo Horizonte,MG,8695.21
8240,Honda,Civic,2012,Azul,Híbrido,180,2,101093,Usado - Bom Estado,24,Curitiba,PR,6093.13
8241,Fiat,500,2019,Laranja,Gasolina,150,5,98450,Usado - Bom Estado,48,Porto Alegre,RS,4427.71
8242,Ford,Ecosport,2019,Branco,Gasolina,110,2,386,Novo,12,Rio de Janeiro,RJ,9474.43
8243,Toyota,Camry,2024,Branco,Flex,120,4,74636,Usado - Bom Estado,0,Fortaleza,CE,10615.86
8244,Hyundai,Tucson,2014,Laranja,Flex,100,4,80106,Usado - Bom Estado,48,Belém,PA,4413.73
8245,Volkswagen,Polo,2023,Prata,Diesel,130,4,283423,Usado - Regular,12,Florianópolis,SC,4011.94
8246,Ford,Ka,2016,Marrom,Elétrico,75,4,88880,Usado - Bom Estado,24,Rio de Janeiro,RJ,5902.1
8247,Honda,Fit,2015,Azul,Híbrido,80,4,292,Novo,24,Belo Horizonte,MG,12674.72
8248,Ford,Ecosport,2018,Laranja,Híbrido,130,5,71974,Usado - Bom Estado,0,Florianópolis,SC,6738.51
8249,Mercedes,GLA 200,2022,Azul,Híbrido,200,4,53442,Usado - Bom Estado,12,Rio de Janeiro,RJ,31418.06
8250,Nissan,Kicks,2018,Prata,Flex,110,4,95795,Usado - Bom Estado,12,Rio de Janeiro,RJ,5728.13
8251,BMW,X3,2022,Laranja,Híbrido,250,4,99418,Usado - Bom Estado,36,Curitiba,PR,38442.33
8252,Audi,A3,2019,Beige,Gasolina,320,4,129,Novo,24,Curitiba,PR,52705.78
8253,Toyota,RAV4,2016,Beige,Híbrido,150,4,231,Novo,48,Fortaleza,CE,15172.53
8254,Ford,Fusion,2024,Verde,Gasolina,150,4,41611,Usado - Bom Estado,36,Rio de Janeiro,RJ,9589.25
8255,Hyundai,Creta,2022,Azul,Gasolina,100,4,43704,Usado - Bom Estado,0,São Paulo,SP,7749.26
8256,Kia,Seltos,2016,Preto,Flex,150,2,406,Novo,6,Belo Horizonte,MG,8951.49
8257,Volkswagen,Tiguan,2019,Laranja,Flex,75,5,35244,Usado - Como Novo,0,Belo Horizonte,MG,8780.19
8258,Audi,Q3,2016,Prata,Diesel,200,2,137396,Usado - Regular,48,Belém,PA,12613.48
8259,Ford,Ka,2024,Preto,Híbrido,60,2,42693,Usado - Bom Estado,36,Salvador,BA,8159.37
8260,Nissan,Kicks,2025,Marrom,Flex,150,4,3538,Usado - Como Novo,48,Belém,PA,10351.43
8261,Toyota,Camry,2024,Marrom,Flex,200,5,181,Novo,24,Porto Alegre,RS,19115.43
8262,Honda,Fit,2012,Azul,Flex,200,2,18287,Usado - Como Novo,6,São Paulo,SP,7749.94
8263,Fiat,Palio,2022,Verde,Flex,75,4,322,Novo,48,Belo Horizonte,MG,9348.24
8264,Toyota,Hilux,2014,Prata,Flex,80,4,124084,Usado - Regular,6,São Paulo,SP,4000.0
8265,Nissan,X-Trail,2013,Cinza,Flex,130,2,40781,Usado - Bom Estado,12,Curitiba,PR,4000.0
8266,Toyota,Yaris,2023,Laranja,Flex,120,5,284623,Usado - Regular,0,São Paulo,SP,4425.79
